index,atom1,atom2,r,hf,ccsdt,difference
59,Si,Si,7,-577.508277,-578.082322,0.574045
0,P,H,0.4,-328.197826,-328.453969,0.256143
1,P,H,0.511864,-332.93863,-333.195009,0.256379
2,P,H,0.623729,-335.507295,-335.762977,0.255682
3,P,H,0.735593,-337.083256,-337.378516,0.29526
4,P,H,0.847458,-338.154258,-338.405667,0.251409
5,P,H,0.959322,-338.930675,-339.179161,0.248486
6,P,H,1.071186,-339.510309,-339.756053,0.245744
7,P,H,1.183051,-339.947458,-340.231338,0.28388
8,P,H,1.294915,-340.277983,-340.519749,0.241766
9,P,H,1.40678,-340.527735,-340.808302,0.280567
10,P,H,1.518644,-340.715975,-340.995453,0.279479
11,P,H,1.630508,-340.857271,-341.096089,0.238819
12,P,H,1.742373,-340.962717,-341.201044,0.238327
13,P,H,1.854237,-341.040778,-341.278797,0.23802
14,P,H,1.966102,-341.097907,-341.335792,0.237885
15,P,H,2.077966,-341.139027,-341.376948,0.237921
16,P,H,2.189831,-341.167893,-341.406026,0.238133
17,P,H,2.301695,-341.187376,-341.425903,0.238527
18,P,H,2.413559,-341.199677,-341.438786,0.239108
19,P,H,2.525424,-341.206488,-341.485571,0.279082
20,P,H,2.637288,-341.209111,-341.449951,0.24084
21,P,H,2.749153,-341.208551,-341.450536,0.241985
22,P,H,2.861017,-341.205588,-341.448895,0.243307
23,P,H,2.972881,-341.200825,-341.484991,0.284166
24,P,H,3.084746,-341.194733,-341.441181,0.246447
25,P,H,3.19661,-341.187679,-341.435927,0.248248
26,P,H,3.308475,-341.179949,-341.430142,0.250193
27,P,H,3.420339,-341.171769,-341.424044,0.252275
28,P,H,3.532203,-341.163315,-341.45809,0.294775
29,P,H,3.644068,-341.154725,-341.411562,0.256837
30,P,H,3.755932,-341.146106,-341.446378,0.300272
31,P,H,3.867797,-341.137542,-341.440838,0.303296
32,P,H,3.979661,-341.129095,-341.435606,0.306511
33,P,H,4.091525,-341.120812,-341.388297,0.267485
34,P,H,4.20339,-341.112729,-341.426268,0.313539
35,P,H,4.315254,-341.104869,-341.422234,0.317365
36,P,H,4.427119,-341.097247,-341.374017,0.276769
37,P,H,4.538983,-341.089873,-341.415551,0.325678
38,P,H,4.650847,-341.08275,-341.412924,0.330174
39,P,H,4.762712,-341.075878,-341.362991,0.287113
40,P,H,4.874576,-341.069254,-341.36003,0.290775
41,P,H,4.986441,-341.062874,-341.357406,0.294532
42,P,H,5.098305,-341.056732,-341.407173,0.350442
43,P,H,5.210169,-341.05082,-341.35311,0.30229
44,P,H,5.322034,-341.045131,-341.40698,0.36185
45,P,H,5.433898,-341.039658,-341.407477,0.36782
46,P,H,5.545763,-341.034394,-341.348747,0.314353
47,P,H,5.657627,-341.029331,-341.347765,0.318434
48,P,H,5.769492,-341.024463,-341.346982,0.322519
49,P,H,5.881356,-341.019783,-341.412659,0.392876
50,P,H,5.99322,-341.015284,-341.414566,0.399283
51,P,H,6.105085,-341.01096,-341.416642,0.405682
52,P,H,6.216949,-341.006806,-341.345451,0.338645
53,P,H,6.328814,-341.002815,-341.345375,0.34256
54,P,H,6.440678,-340.998982,-341.345388,0.346406
55,P,H,6.552542,-340.995303,-341.425935,0.430632
56,P,H,6.664407,-340.99177,-341.345629,0.353859
57,P,H,6.776271,-340.98838,-341.345832,0.357451
58,P,H,6.888136,-340.985128,-341.346075,0.360947
59,P,H,7,-340.982008,-341.346349,0.364342
0,P,N,0.4,-308.658575,-309.075761,0.417186
1,P,N,0.511864,-342.316322,-342.71801,0.401688
2,P,N,0.623729,-361.460176,-361.87877,0.418594
3,P,N,0.735593,-372.818583,-373.195563,0.37698
4,P,N,0.847458,-379.763609,-380.137363,0.373754
5,P,N,0.959322,-384.129981,-384.535985,0.406004
6,P,N,1.071186,-386.970541,-387.348356,0.377815
7,P,N,1.183051,-388.900641,-389.282653,0.382013
8,P,N,1.294915,-390.282001,-390.670394,0.388394
9,P,N,1.40678,-391.406969,-391.820147,0.413177
10,P,N,1.518644,-392.392729,-392.806293,0.413564
11,P,N,1.630508,-393.166437,-393.578412,0.411975
12,P,N,1.742373,-393.754876,-394.166131,0.411255
13,P,N,1.854237,-394.192622,-394.604574,0.411952
14,P,N,1.966102,-394.512774,-394.926732,0.413958
15,P,N,2.077966,-394.742979,-395.16009,0.417111
16,P,N,2.189831,-394.90501,-395.326299,0.421289
17,P,N,2.301695,-395.015615,-395.442015,0.426401
18,P,N,2.413559,-395.087574,-395.519944,0.43237
19,P,N,2.525424,-395.130626,-395.569762,0.439135
20,P,N,2.637288,-395.152188,-395.59883,0.446642
21,P,N,2.749153,-395.157905,-395.612747,0.454842
22,P,N,2.861017,-395.152068,-395.615758,0.46369
23,P,N,2.972881,-395.137931,-395.611074,0.473144
24,P,N,3.084746,-395.117958,-395.601121,0.483163
25,P,N,3.19661,-395.094013,-395.587725,0.493712
26,P,N,3.308475,-395.067498,-395.57226,0.504762
27,P,N,3.420339,-395.039467,-395.555764,0.516297
28,P,N,3.532203,-395.010708,-395.539022,0.528314
29,P,N,3.644068,-394.981805,-395.522636,0.540832
30,P,N,3.755932,-394.953186,-395.507079,0.553893
31,P,N,3.867797,-394.92517,-395.49274,0.56757
32,P,N,3.979661,-394.89801,-395.479988,0.581978
33,P,N,4.091525,-394.871948,-395.469265,0.597317
34,P,N,4.20339,-394.847313,-395.4613,0.613987
0,P,O,0.4,-318.854844,-319.278819,0.423975
1,P,O,0.511864,-357.220517,-357.62589,0.405372
2,P,O,0.623729,-378.591615,-378.983837,0.392222
3,P,O,0.735593,-391.064642,-391.451564,0.386921
4,P,O,0.847458,-398.635961,-399.024128,0.388167
5,P,O,0.959322,-403.378077,-403.770357,0.392279
6,P,O,1.071186,-406.462697,-406.860133,0.397436
7,P,O,1.183051,-408.57481,-408.98119,0.40638
8,P,O,1.294915,-410.229644,-410.656192,0.426549
9,P,O,1.40678,-411.690654,-412.11169,0.421036
10,P,O,1.518644,-412.813465,-413.229506,0.416041
11,P,O,1.630508,-413.645745,-414.059963,0.414218
12,P,O,1.742373,-414.250849,-414.66557,0.414721
13,P,O,1.854237,-414.685644,-415.102394,0.416749
14,P,O,1.966102,-414.994881,-415.414725,0.419844
15,P,O,2.077966,-415.212025,-415.635767,0.423742
16,P,O,2.189831,-415.361656,-415.789933,0.428277
17,P,O,2.301695,-415.461789,-415.895127,0.433338
18,P,O,2.413559,-415.525679,-415.964537,0.438857
19,P,O,2.525424,-415.563123,-416.007922,0.444799
20,P,O,2.637288,-415.581368,-416.032517,0.451149
21,P,O,2.749153,-415.585797,-416.043677,0.45788
0,P,F,0.4,-333.473095,-333.91839,0.445295
1,P,F,0.511864,-376.340911,-376.765536,0.424626
2,P,F,0.623729,-399.779293,-400.194562,0.415268
3,P,F,0.735593,-413.293344,-413.70868,0.415336
4,P,F,0.847458,-421.414558,-421.83527,0.420712
5,P,F,0.959322,-426.474953,-426.902195,0.427241
6,P,F,1.071186,-429.777374,-430.215941,0.438567
7,P,F,1.183051,-432.222836,-432.685291,0.462455
8,P,F,1.294915,-434.406522,-434.853197,0.446674
9,P,F,1.40678,-436.051522,-436.488833,0.437311
10,P,F,1.518644,-437.243684,-437.677816,0.434132
11,P,F,1.630508,-438.096292,-438.53038,0.434088
12,P,F,1.742373,-438.703752,-439.139428,0.435676
13,P,F,1.854237,-439.136272,-439.574432,0.43816
14,P,F,1.966102,-439.444087,-439.885208,0.441121
15,P,F,2.077966,-439.662665,-440.106949,0.444284
16,P,F,2.189831,-439.817057,-440.29723,0.480172
17,P,F,2.301695,-439.925084,-440.375631,0.450547
18,P,F,2.413559,-439.999522,-440.452997,0.453476
19,P,F,2.525424,-440.049582,-440.505816,0.456234
20,P,F,2.637288,-440.081939,-440.540764,0.458824
21,P,F,2.749153,-440.101453,-440.597309,0.495856
22,P,F,2.861017,-440.111674,-440.610223,0.498549
23,P,F,2.972881,-440.11521,-440.580958,0.465749
24,P,F,3.084746,-440.113969,-440.61756,0.503591
25,P,F,3.19661,-440.109346,-440.615322,0.505976
26,P,F,3.308475,-440.102354,-440.574151,0.471797
27,P,F,3.420339,-440.093725,-440.567431,0.473706
28,P,F,3.532203,-440.083991,-440.559581,0.475591
29,P,F,3.644068,-440.073539,-440.551007,0.477468
30,P,F,3.755932,-440.062657,-440.542009,0.479352
31,P,F,3.867797,-440.051558,-440.532819,0.481261
32,P,F,3.979661,-440.040405,-440.523617,0.483211
33,P,F,4.091525,-440.02932,-440.514543,0.485224
34,P,F,4.20339,-440.018394,-440.505715,0.487321
35,P,F,4.315254,-440.007697,-440.497228,0.489531
36,P,F,4.427119,-439.997279,-440.489166,0.491887
37,P,F,4.538983,-439.987176,-440.481602,0.494426
38,P,F,4.650847,-439.977411,-440.474606,0.497195
39,P,F,4.762712,-439.968002,-440.434133,0.466131
40,P,F,4.874576,-439.855559,-440.431453,0.575894
41,P,F,4.986441,-439.853473,-440.432032,0.57856
42,P,F,5.098305,-439.851232,-440.43503,0.583799
43,P,F,5.210169,-439.84888,-440.439905,0.591025
44,P,F,5.322034,-439.846454,-440.446295,0.59984
45,P,F,5.433898,-439.843984,-440.453938,0.609955
46,P,F,5.545763,-439.841492,-440.462634,0.621143
47,P,F,5.657627,-439.838998,-440.472215,0.633218
48,P,F,5.769492,-439.836516,-440.482532,0.646015
49,P,F,5.881356,-439.83406,-440.493447,0.659387
50,P,F,5.99322,-439.831637,-440.504831,0.673195
51,P,F,6.105085,-439.829254,-440.516564,0.68731
52,P,F,6.216949,-439.826915,-440.528529,0.701614
53,P,F,6.328814,-439.824625,-440.540624,0.716
54,P,F,6.440678,-439.822383,-440.552755,0.730372
55,P,F,6.552542,-439.820193,-440.564838,0.744645
56,P,F,6.664407,-439.818054,-440.576806,0.758752
57,P,F,6.776271,-439.815967,-440.588604,0.772637
58,P,F,6.888136,-439.813932,-440.60019,0.786259
59,P,F,7,-439.811948,-440.611537,0.799589
0,Si,P,0.4,-474.369934,-474.805072,0.435137
1,Si,P,0.511864,-536.137494,-536.569655,0.43216
2,Si,P,0.623729,-567.895659,-568.323736,0.428077
3,Si,P,0.735593,-585.655768,-586.116992,0.461224
4,Si,P,0.847458,-598.548182,-599.017438,0.469257
5,Si,P,0.959322,-607.983473,-608.434321,0.450848
6,Si,P,1.071186,-614.229251,-614.673774,0.444523
7,Si,P,1.183051,-618.393934,-618.83534,0.441405
8,Si,P,1.294915,-621.22295,-621.662508,0.439558
9,Si,P,1.40678,-623.194062,-623.632355,0.438293
10,Si,P,1.518644,-624.608681,-625.046234,0.437553
11,Si,P,1.630508,-625.655811,-626.093289,0.437478
12,Si,P,1.742373,-626.453815,-626.891879,0.438063
13,Si,P,1.854237,-627.077759,-627.516907,0.439148
14,Si,P,1.966102,-627.576601,-628.017141,0.44054
15,Si,P,2.077966,-627.982669,-628.424747,0.442079
16,Si,P,2.189831,-628.316869,-628.760508,0.443639
17,Si,P,2.301695,-628.592585,-629.037729,0.445144
18,Si,P,2.413559,-628.818932,-629.265517,0.446585
19,Si,P,2.525424,-629.002953,-629.450963,0.44801
20,Si,P,2.637288,-629.150726,-629.600212,0.449487
21,Si,P,2.749153,-629.267738,-629.718816,0.451078
22,Si,P,2.861017,-629.358953,-629.811773,0.45282
23,Si,P,2.972881,-629.428785,-629.883506,0.454722
24,Si,P,3.084746,-629.481082,-629.937846,0.456764
25,Si,P,3.19661,-629.519148,-629.978055,0.458908
26,Si,P,3.308475,-629.545778,-630.006869,0.461091
0,S,H,0.4,-384.26529,-384.519033,0.253743
1,S,H,0.511864,-389.254919,-389.509454,0.254535
2,S,H,0.623729,-392.002447,-392.257052,0.254605
3,S,H,0.735593,-393.72866,-393.982022,0.253362
4,S,H,0.847458,-394.917065,-395.168067,0.251001
5,S,H,0.959322,-395.773657,-396.022008,0.248351
6,S,H,1.071186,-396.402364,-396.648455,0.246091
7,S,H,1.183051,-396.866903,-397.111307,0.244404
8,S,H,1.294915,-397.210678,-397.453871,0.243194
9,S,H,1.40678,-397.464645,-397.706975,0.24233
10,S,H,1.518644,-397.651508,-397.89323,0.241722
11,S,H,1.630508,-397.788167,-398.02949,0.241323
12,S,H,1.742373,-397.887262,-398.12837,0.241108
13,S,H,1.854237,-397.958241,-398.199311,0.24107
14,S,H,1.966102,-398.008166,-398.249377,0.241211
15,S,H,2.077966,-398.042314,-398.283856,0.241541
16,S,H,2.189831,-398.064644,-398.306714,0.24207
17,S,H,2.301695,-398.078124,-398.320932,0.242808
18,S,H,2.413559,-398.084991,-398.328754,0.243762
19,S,H,2.525424,-398.086929,-398.331865,0.244936
20,S,H,2.637288,-398.085209,-398.331536,0.246326
21,S,H,2.749153,-398.080795,-398.328722,0.247926
22,S,H,2.861017,-398.074422,-398.324146,0.249724
23,S,H,2.972881,-398.06666,-398.318358,0.251698
24,S,H,3.084746,-398.057975,-398.311778,0.253803
25,S,H,3.19661,-398.048822,-398.304718,0.255896
26,S,H,3.308475,-398.039881,-398.297389,0.257509
27,S,H,3.420339,-398.031992,-398.289963,0.257971
28,S,H,3.532203,-398.025457,-398.28262,0.257163
29,S,H,3.644068,-398.020162,-398.275494,0.255332
30,S,H,3.755932,-398.015903,-398.268675,0.252772
31,S,H,3.867797,-398.012485,-398.262225,0.249739
32,S,H,3.979661,-398.009744,-398.256191,0.246446
33,S,H,4.091525,-398.007545,-398.250613,0.243068
34,S,H,4.20339,-398.005779,-398.24553,0.239752
35,S,H,4.315254,-398.004358,-398.240977,0.236619
36,S,H,4.427119,-398.003213,-398.236979,0.233766
37,S,H,4.538983,-398.00229,-398.233545,0.231255
38,S,H,4.650847,-398.001544,-398.230658,0.229114
39,S,H,4.762712,-398.00094,-398.228281,0.227341
40,S,H,4.874576,-398.000451,-398.226358,0.225907
41,S,H,4.986441,-398.000053,-398.224823,0.22477
42,S,H,5.098305,-397.99973,-398.223612,0.223882
43,S,H,5.210169,-397.999466,-398.222662,0.223196
44,S,H,5.322034,-397.99925,-398.202448,0.203198
0,S,Li,0.4,-363.605316,-363.913543,0.308227
1,S,Li,0.511864,-378.074043,-378.389333,0.31529
2,S,Li,0.623729,-386.862901,-387.165478,0.302577
3,S,Li,0.735593,-392.622907,-392.911864,0.288957
4,S,Li,0.847458,-396.395229,-396.67787,0.282641
5,S,Li,0.959322,-398.884229,-399.164225,0.279996
6,S,Li,1.071186,-400.552152,-400.831365,0.279213
7,S,Li,1.183051,-401.690404,-401.969936,0.279532
8,S,Li,1.294915,-402.481256,-402.761651,0.280395
9,S,Li,1.40678,-403.040159,-403.321487,0.281328
10,S,Li,1.518644,-403.442514,-403.724394,0.28188
11,S,Li,1.630508,-403.739625,-404.021138,0.281513
12,S,Li,1.742373,-403.967623,-404.247538,0.279915
13,S,Li,1.854237,-404.150652,-404.428897,0.278245
14,S,Li,1.966102,-404.302314,-404.579993,0.277679
15,S,Li,2.077966,-404.429613,-404.707266,0.277653
16,S,Li,2.189831,-404.536567,-404.814072,0.277506
17,S,Li,2.301695,-404.625999,-404.903074,0.277074
18,S,Li,2.413559,-404.700245,-404.976656,0.27641
19,S,Li,2.525424,-404.761385,-405.036988,0.275603
20,S,Li,2.637288,-404.811305,-405.086032,0.274727
21,S,Li,2.749153,-404.851706,-405.125538,0.273832
22,S,Li,2.861017,-404.884098,-405.15705,0.272952
23,S,Li,2.972881,-404.909801,-405.181908,0.272107
24,S,Li,3.084746,-404.929956,-405.201262,0.271306
25,S,Li,3.19661,-404.945537,-405.21609,0.270554
26,S,Li,3.308475,-404.957366,-405.227216,0.269849
27,S,Li,3.420339,-404.966137,-405.235325,0.269188
28,S,Li,3.532203,-404.972421,-405.240988,0.268566
29,S,Li,3.644068,-404.976695,-405.244672,0.267977
30,S,Li,3.755932,-404.979347,-405.246762,0.267415
31,S,Li,3.867797,-405.002803,-405.268603,0.2658
32,S,Li,3.979661,-405.004526,-405.269992,0.265466
33,S,Li,4.091525,-405.005106,-405.270271,0.265164
34,S,Li,4.20339,-405.004761,-405.269653,0.264892
35,S,Li,4.315254,-405.00367,-405.268315,0.264645
36,S,Li,4.427119,-405.00198,-405.266402,0.264421
37,S,Li,4.538983,-404.999813,-405.264033,0.26422
38,S,Li,4.650847,-404.997268,-405.26131,0.264042
39,S,Li,4.762712,-404.994427,-405.258314,0.263887
40,S,Li,4.874576,-404.99136,-405.255114,0.263754
41,S,Li,4.986441,-404.988123,-405.251766,0.263643
42,S,Li,5.098305,-404.984763,-405.248318,0.263555
43,S,Li,5.210169,-404.981319,-405.244807,0.263488
44,S,Li,5.322034,-404.977825,-405.241265,0.263441
45,S,Li,5.433898,-404.974307,-405.237719,0.263412
46,S,Li,5.545763,-404.970789,-405.23419,0.263401
47,S,Li,5.657627,-404.967292,-405.230694,0.263402
48,S,Li,5.769492,-404.963833,-405.227246,0.263413
49,S,Li,5.881356,-404.960427,-405.223856,0.263428
50,S,Li,5.99322,-404.957092,-405.22053,0.263438
51,S,Li,6.105085,-404.953842,-405.217271,0.263429
52,S,Li,6.216949,-404.927296,-405.187558,0.260263
53,S,Li,6.328814,-404.924534,-405.184663,0.260129
54,S,Li,6.440678,-404.921845,-405.181846,0.260001
55,S,Li,6.552542,-404.919229,-405.179106,0.259878
56,S,Li,6.664407,-404.916685,-405.176444,0.259758
57,S,Li,6.776271,-404.914214,-405.173856,0.259642
58,S,Li,6.888136,-404.911814,-405.171341,0.259527
59,S,Li,7,-404.909483,-405.168896,0.259413
0,S,Be,0.4,-357.491758,-357.841685,0.349927
1,S,Be,0.511864,-377.34654,-377.693299,0.34676
2,S,Be,0.623729,-389.25341,-389.584755,0.331344
3,S,Be,0.735593,-396.725909,-397.04639,0.320481
4,S,Be,0.847458,-401.480256,-401.795627,0.31537
5,S,Be,0.959322,-404.555075,-404.868881,0.313806
6,S,Be,1.071186,-406.582568,-406.896911,0.314343
7,S,Be,1.183051,-407.950859,-408.266981,0.316122
8,S,Be,1.294915,-408.901514,-409.219971,0.318457
9,S,Be,1.40678,-409.586253,-409.907,0.320747
10,S,Be,1.518644,-410.100829,-410.423268,0.322438
11,S,Be,1.630508,-410.505392,-410.828379,0.322988
12,S,Be,1.742373,-410.836115,-411.158273,0.322158
13,S,Be,1.854237,-411.112341,-411.432871,0.320531
14,S,Be,1.966102,-411.343054,-411.662105,0.319051
15,S,Be,2.077966,-411.533048,-411.851143,0.318096
16,S,Be,2.189831,-411.686591,-412.004167,0.317576
17,S,Be,2.301695,-411.808378,-412.125751,0.317373
18,S,Be,2.413559,-411.903253,-412.22069,0.317437
19,S,Be,2.525424,-411.975797,-412.293555,0.317758
20,S,Be,2.637288,-412.03009,-412.348419,0.318329
21,S,Be,2.749153,-412.069628,-412.388768,0.31914
22,S,Be,2.861017,-412.097339,-412.417512,0.320173
23,S,Be,2.972881,-412.115637,-412.437045,0.321409
24,S,Be,3.084746,-412.1265,-412.449321,0.322822
25,S,Be,3.19661,-412.131541,-412.455924,0.324382
26,S,Be,3.308475,-412.13208,-412.458133,0.326053
27,S,Be,3.420339,-412.129193,-412.456979,0.327786
28,S,Be,3.532203,-412.123771,-412.453292,0.329521
29,S,Be,3.644068,-412.116549,-412.447728,0.33118
30,S,Be,3.755932,-412.108145,-412.440813,0.332669
31,S,Be,3.867797,-412.099074,-412.432961,0.333887
32,S,Be,3.979661,-412.089764,-412.424505,0.334741
33,S,Be,4.091525,-412.080554,-412.415722,0.335168
34,S,Be,4.20339,-412.071694,-412.406843,0.335148
35,S,Be,4.315254,-412.063351,-412.398053,0.334702
36,S,Be,4.427119,-412.055616,-412.389488,0.333872
37,S,Be,4.538983,-412.048523,-412.381235,0.332712
38,S,Be,4.650847,-412.042069,-412.373343,0.331274
39,S,Be,4.762712,-412.036224,-412.36584,0.329616
40,S,Be,4.874576,-412.030949,-412.358743,0.327793
41,S,Be,4.986441,-412.026199,-412.352065,0.325865
42,S,Be,5.098305,-412.021927,-412.345819,0.323891
43,S,Be,5.210169,-412.01809,-412.340019,0.321929
44,S,Be,5.322034,-412.014646,-412.334679,0.320032
45,S,Be,5.433898,-412.011558,-412.329809,0.318251
46,S,Be,5.545763,-412.008791,-412.325417,0.316626
47,S,Be,5.657627,-412.006315,-412.321501,0.315186
48,S,Be,5.769492,-412.004102,-412.31805,0.313948
49,S,Be,5.881356,-412.002127,-412.315044,0.312917
50,S,Be,5.99322,-412.000367,-412.312455,0.312088
51,S,Be,6.105085,-411.998801,-412.310247,0.311446
52,S,Be,6.216949,-411.99741,-412.30838,0.310971
53,S,Be,6.328814,-411.996176,-412.306814,0.310638
54,S,Be,6.440678,-411.995083,-412.305508,0.310424
55,S,Be,6.552542,-411.994118,-412.304423,0.310305
56,S,Be,6.664407,-411.993266,-412.303525,0.310259
57,S,Be,6.776271,-411.992515,-412.302782,0.310267
58,S,Be,6.888136,-411.991855,-412.302169,0.310314
59,S,Be,7,-411.984834,-412.297936,0.313103
0,S,B,0.4,-354.580171,-354.942554,0.362383
1,S,B,0.511864,-379.904592,-380.25043,0.345839
2,S,B,0.623729,-394.745062,-395.077608,0.332546
3,S,B,0.735593,-403.794068,-404.120591,0.326523
4,S,B,0.847458,-409.43726,-409.762841,0.325582
5,S,B,0.959322,-413.0376,-413.365164,0.327564
6,S,B,1.071186,-415.372076,-415.708778,0.336702
7,S,B,1.183051,-416.986379,-417.324324,0.337945
8,S,B,1.294915,-418.144375,-418.483279,0.338904
9,S,B,1.40678,-419.023836,-419.363503,0.339667
10,S,B,1.518644,-419.72303,-420.063048,0.340017
11,S,B,1.630508,-420.290303,-420.630343,0.340041
12,S,B,1.742373,-420.749485,-421.089456,0.339971
13,S,B,1.854237,-421.116018,-421.455949,0.339931
14,S,B,1.966102,-421.40362,-421.743614,0.339994
15,S,B,2.077966,-421.625535,-421.965763,0.340228
16,S,B,2.189831,-421.794012,-422.134688,0.340676
17,S,B,2.301695,-421.919746,-422.261103,0.341357
18,S,B,2.413559,-422.011696,-422.353967,0.342271
19,S,B,2.525424,-422.07716,-422.420568,0.343408
20,S,B,2.637288,-422.121991,-422.466745,0.344754
21,S,B,2.749153,-422.150842,-422.497132,0.346289
22,S,B,2.861017,-422.16739,-422.515383,0.347993
23,S,B,2.972881,-422.174535,-422.524379,0.349844
24,S,B,3.084746,-422.174566,-422.526388,0.351822
25,S,B,3.19661,-422.169292,-422.523205,0.353913
26,S,B,3.308475,-422.160146,-422.516255,0.356109
27,S,B,3.420339,-422.148284,-422.506694,0.35841
28,S,B,3.532203,-422.134694,-422.495489,0.360795
29,S,B,3.644068,-422.120382,-422.483413,0.363031
30,S,B,3.755932,-422.106455,-422.470737,0.364282
31,S,B,3.867797,-422.093518,-422.457726,0.364208
32,S,B,3.979661,-422.081631,-422.444859,0.363229
33,S,B,4.091525,-422.070691,-422.432441,0.361749
34,S,B,4.20339,-422.060572,-422.420632,0.36006
35,S,B,4.315254,-422.051157,-422.409515,0.358358
36,S,B,4.427119,-422.042352,-422.399121,0.356769
37,S,B,4.538983,-422.034087,-422.389446,0.355359
38,S,B,4.650847,-422.02631,-422.380466,0.354157
39,S,B,4.762712,-422.018982,-422.37214,0.353158
40,S,B,4.874576,-422.012078,-422.364415,0.352337
41,S,B,4.986441,-422.005581,-422.357231,0.35165
42,S,B,5.098305,-421.999487,-422.350527,0.35104
0,S,C,0.4,-355.505048,-355.90791,0.402862
1,S,C,0.511864,-386.1323,-386.514592,0.382293
2,S,C,0.623729,-403.741125,-404.138625,0.3975
3,S,C,0.735593,-414.244204,-414.603314,0.35911
4,S,C,0.847458,-420.672015,-421.029498,0.357483
5,S,C,0.959322,-424.729629,-425.089048,0.359419
6,S,C,1.071186,-427.389665,-427.752984,0.363319
7,S,C,1.183051,-429.131855,-429.516334,0.384479
8,S,C,1.294915,-430.571332,-430.957402,0.38607
9,S,C,1.40678,-431.709732,-432.100826,0.391094
10,S,C,1.518644,-432.622254,-433.01493,0.392676
11,S,C,1.630508,-433.34175,-433.734499,0.392749
12,S,C,1.742373,-433.8966,-434.289574,0.392973
13,S,C,1.854237,-434.316732,-434.710524,0.393792
14,S,C,1.966102,-434.63018,-435.025352,0.395172
15,S,C,2.077966,-434.860783,-435.257787,0.397004
16,S,C,2.189831,-435.027757,-435.42696,0.399203
17,S,C,2.301695,-435.146173,-435.547896,0.401723
18,S,C,2.413559,-435.227694,-435.632234,0.404541
19,S,C,2.525424,-435.281289,-435.688936,0.407647
20,S,C,2.637288,-435.313843,-435.724883,0.41104
21,S,C,2.749153,-435.330633,-435.745352,0.414718
22,S,C,2.861017,-435.335707,-435.754389,0.418681
23,S,C,2.972881,-435.332167,-435.755091,0.422924
24,S,C,3.084746,-435.322389,-435.749826,0.427437
25,S,C,3.19661,-435.308194,-435.740398,0.432204
26,S,C,3.308475,-435.290973,-435.728175,0.437202
27,S,C,3.420339,-435.271795,-435.714197,0.442402
28,S,C,3.532203,-435.251483,-435.699249,0.447765
29,S,C,3.644068,-435.23068,-435.68393,0.453249
30,S,C,3.755932,-435.209902,-435.668715,0.458813
31,S,C,3.867797,-435.189577,-435.654011,0.464433
32,S,C,3.979661,-435.170089,-435.640228,0.470139
33,S,C,4.091525,-435.151789,-435.62786,0.476071
34,S,C,4.20339,-435.134996,-435.617529,0.482533
35,S,C,4.315254,-435.119944,-435.609926,0.489982
36,S,C,4.427119,-435.106734,-435.605652,0.498918
37,S,C,4.538983,-435.095315,-435.605116,0.509801
38,S,C,4.650847,-435.085523,-435.608573,0.52305
0,S,N,0.4,-360.667656,-361.081715,0.414059
1,S,N,0.511864,-396.491003,-396.884239,0.393236
2,S,N,0.623729,-416.661521,-417.040043,0.378522
3,S,N,0.735593,-428.482727,-428.855764,0.373037
4,S,N,0.847458,-435.619829,-435.993456,0.373627
5,S,N,0.959322,-440.091664,-440.469159,0.377495
6,S,N,1.071186,-443.029783,-443.413383,0.3836
7,S,N,1.183051,-445.029175,-445.43538,0.406205
8,S,N,1.294915,-446.757572,-447.168025,0.410453
9,S,N,1.40678,-448.127759,-448.53812,0.410361
10,S,N,1.518644,-449.186574,-449.5958,0.409226
11,S,N,1.630508,-449.982372,-450.391745,0.409373
12,S,N,1.742373,-450.569427,-450.980331,0.410904
13,S,N,1.854237,-450.996893,-451.410377,0.413485
14,S,N,1.966102,-451.304557,-451.721375,0.416818
15,S,N,2.077966,-451.523069,-451.943755,0.420687
16,S,N,2.189831,-451.675547,-452.100482,0.424934
17,S,N,2.301695,-451.779293,-452.208739,0.429446
18,S,N,2.413559,-451.847231,-452.28135,0.434119
19,S,N,2.525424,-451.889107,-452.327836,0.438729
20,S,N,2.637288,-451.912868,-452.355116,0.442247
0,S,O,0.4,-370.114828,-370.550136,0.435307
1,S,O,0.511864,-410.970786,-411.388152,0.417366
2,S,O,0.623729,-433.464881,-433.873722,0.408841
3,S,O,0.735593,-446.481656,-446.88962,0.407964
4,S,O,0.847458,-454.301275,-454.71363,0.412355
5,S,O,0.959322,-459.186056,-459.605206,0.41915
6,S,O,1.071186,-462.405145,-462.835099,0.429954
7,S,O,1.183051,-464.83344,-465.283466,0.450026
8,S,O,1.294915,-466.879515,-467.322901,0.443386
9,S,O,1.40678,-468.439701,-468.877158,0.437457
10,S,O,1.518644,-469.588049,-470.023471,0.435421
11,S,O,1.630508,-470.417754,-470.853856,0.436102
12,S,O,1.742373,-471.011706,-471.450165,0.438459
13,S,O,1.854237,-471.434222,-471.87614,0.441918
14,S,O,1.966102,-471.732587,-472.178747,0.446161
15,S,O,2.077966,-471.940943,-472.391941,0.450998
16,S,O,2.189831,-472.083942,-472.54026,0.456318
17,S,O,2.301695,-472.179483,-472.641551,0.462068
18,S,O,2.413559,-472.240628,-472.708867,0.468239
19,S,O,2.525424,-472.276915,-472.751763,0.474848
20,S,O,2.637288,-472.295307,-472.777225,0.481919
